id,S_A_equal,S_Aprep_Cweight,S_Cprep_equal,S_C_entropy,S_C_resolved,S_C_entropy_recomputed
BkiUe-bxK4tBVhat5pTg,0.6431614243392562,0.7822799709886998,0.6107526548886306,0.43914931009704933,0.3960666888941092,0.43914931009704916
BkiUdTA4uBhivVgojJ1E,0.6363366863928224,0.7037127390364799,0.603341859115142,0.4519849196815785,0.4080944376224475,0.45198491968157845
BkiUbovxK4sA-9F9jBrS,0.6647256373899012,0.7678770287825143,0.608992501272672,0.4498833095240542,0.4074684654266824,0.4498833095240541
BkiUdq45qoYA2zk0vrSH,0.5860338630789378,0.5055163103411229,0.5964240407067715,0.47359591960105324,0.42982353764595765,0.4735959196010532
BkiUdV45i7PA9OlIEcJP,0.6314427321442865,0.6581561014124824,0.612611107751288,0.4781025747158405,0.43995980377603305,0.47810257471584033
BkiUa5w5qX_AYzDLroyZ,0.550245019702423,0.4566992228427392,0.5646405155180728,0.42628122549103004,0.36593993989710044,0.42628122549103
BkiUeGjxK7FjYEXSFtkH,0.6650613297311848,0.7666061430640483,0.6417211496789096,0.48704251368307944,0.4538143669048012,0.4870425136830793
BkiUdQs4eIXhqTbAZ6vi,0.6458888705417074,0.5929855837870821,0.6418492324129064,0.4886579288220717,0.4502034557891907,0.4886579288220716
BkiUc-vxK6nrxpQc1A6q,0.6463319315882992,0.7778165683923044,0.6072539954785079,0.43626472637882435,0.3925001391110103,0.43626472637882424
BkiUeyY25V5jJ1pbbnv0,0.6214789082682193,0.5835200529337274,0.6212710168682766,0.4667852439229757,0.4214116346696097,0.46678524392297555
BkiUfovxK7kjXIK5t9Ch,0.605517828295239,0.6341452572509431,0.5905949081819241,0.44401815575984704,0.3975928338576479,0.444018155759847
BkiUaHLxK0-nUGYe3P7a,0.5858884368558382,0.5154734085341957,0.6079820948419589,0.48744885455300757,0.44715619466065876,0.4874488545530074
BkiUc7w4eIXhwh1BwyuE,0.6588167631679118,0.8053583354908602,0.621650944583853,0.4594409098260676,0.42333098217955456,0.4594409098260675
BkiUa1LxK6-gDz87Nvcz,0.6719517435227246,0.7998172919363615,0.6263286701873277,0.4637601376456565,0.4257655781378278,0.46376013764565643
BkiUdZDxK4tBVicoC6ij,0.6244688289141642,0.7648052167071253,0.5916114109312649,0.45000185006426174,0.41046291412653696,0.45000185006426163
BkiUdqw25V5jEEL8tP0l,0.6541168054365585,0.7892637821986244,0.5989026696246277,0.45343013013106986,0.40635419485070434,0.45343013013106986
BkiUdvbxaKgQL0dMaDiQ,0.6003681742306237,0.6751090822175175,0.5818387607212641,0.43487511342068497,0.38883082620086357,0.4348751134206849
BkiUdZM4dbghZzegCCP7,0.7241969975036837,0.797778794060326,0.6587095781580803,0.49336941263779516,0.4605097872024246,0.49336941263779494
BkiUdTvxK6wB9mpb2KKI,0.6332046948183675,0.7482202382007105,0.6350656379719561,0.4842461221725025,0.4562276806258872,0.48424612217250224
BkiUd0c5qWTBLNsCq9jW,0.6829324616618124,0.7979345122779347,0.633512215978839,0.45277933433588025,0.4139367403848335,0.45277933433588
BkiUfCLxK0iCl4WD5TiB,0.5125972293030799,0.4434988263627679,0.5378049729116459,0.4125340543863203,0.35266568356213573,0.4125340543863203
